縣市,字號,"執照類別 ",狀態,機構名稱,負責獸醫,發照日期,機構地址
新北市,北縣獸醫業字第240號,獸醫師,開業,自強動物醫院,張再興,2008/01/23,新北市三重區自強路4段79號1樓
台北市,北市獸業字第370號,獸醫師,開業,遠見動物眼科醫院,江欣蒨,2008/01/18,臺北市大安區和平東路2段68號1樓
嘉義縣,嘉府獸師開字第56號,獸醫師,開業,東熹動物醫院,李東熹,2008/01/15,嘉義縣朴子市開元路483-2號
苗栗縣,苗縣獸開字第97025號,獸醫師,開業,鴻成賽鴿醫院,邱治璋,2008/01/08,苗栗市北安街188號
台中市,中縣畜開字第128號,獸醫師,開業,福懋動物醫院,宋昌懋,2007/12/05,豐原區圓環西路69號
台北市,北市獸業字第371號,獸醫師,開業,諾亞動物醫院,李家華,2007/12/04,臺北市中山區吉林路166號1樓
嘉義縣,嘉府獸師開字第55號,獸醫師,開業,明仁動物醫院,黃明仁,2007/12/04,民雄鄉福樂村埤角66-52號
桃園市,桃獸師開執字第187號,獸醫師,開業,設想動物醫院,林耿玄,2007/12/03,桃園市蘆竹區南順七街22號
台北市,北市獸業字第276號,獸醫師,開業,仁愛動物醫院,朱建光,2007/11/21,臺北市大安區仁愛路4段228-5號1樓
台中市,中市獸醫開字第209號,獸醫師,開業,祥億動物醫院,姚國榮,2007/11/15,台中市南區復興路一段259號
新北市,北縣獸醫業字第237號,獸醫師,開業,愛寶動物醫院,謝旻莉,2007/11/14,新北市五股區中興路4段49號1樓
新竹縣,竹縣字第19號,獸醫師,開業,唯仁動物醫院,黃詩婷,2007/11/08,新竹縣竹北市中華路226號
台中市,中市獸醫開字第208號,獸醫師,開業,崇德動物醫院,林子永,2007/11/01,臺中市北屯區崇德二路二段159號
新北市,北縣獸醫業字第235號,獸醫師,開業,愛欣動物醫院,吳達敏,2007/11/01,新北市樹林區樹德街5號1樓
高雄市,高市獸師開字第227號,獸醫師,開業,博聯動物醫院,梁碩麟,2007/10/31,高雄市鼓山區中華一路350號
屏東縣,屏獸開字第84號,獸醫師,開業,永坤動物醫院(恆春分院),陳文婷,2007/10/29,屏東縣恆春鎮恆南路133號
高雄市,高市獸師開字第226號,獸醫師,開業,中興動物醫院,張益福,2007/10/25,高雄市三民區大豐二路118-1號
新北市,北縣獸醫業字第233號,獸醫師,開業,牧村動物醫院,吳鴻儒,2007/10/23,新北市板橋區民生路二段50號1樓
台中市,中市獸醫師開字第147號,獸醫師,開業,全國動物醫院精業分院,許津瑛,2007/10/22,台中市南屯區大業路357號1、2樓
台北市,北市獸業字第217號,獸醫師,開業,中山動物醫院,林政毅,2007/09/26,台北市民權東路3段140巷5號1樓及106巷3弄8號1樓
雲林縣,雲診字第76號,獸醫師,開業,明境動物醫院,鍾福志,2007/09/21,二崙鄉大同村後壁路29-1號
台中市,中市獸醫開字第206號,獸醫師,開業,全國動物醫院大雅分院,余宗霖,2007/08/30,台中市北區中清路一段635號
嘉義縣,嘉府獸師開字第54號,獸醫師,開業,寧鑫動物醫院,吳通本,2007/08/30,嘉義縣竹崎鄉竹崎村中華路53號
新北市,北縣獸醫業字第230號,獸醫師,開業,三林動物醫院,廖志強,2007/08/28,新北市蘆洲區九芎街99號
新北市,北縣獸醫業字第229號,獸醫師,開業,錫安動物醫院,柯慧美,2007/08/07,永和區竹林路19號1樓
新竹市,竹市建農字第79494號,獸醫師,開業,艾諾動物醫院,陳信帆,2007/08/02,新竹市科學園路106號1樓
台北市,北市獸業字第369號,獸醫師,開業,恩亞動物醫院,蔡依津,2007/07/27,臺北市松山區健康路325巷14號1樓
台北市,北市獸業字第30號,獸醫師,開業,東宏動物醫院,陳俊宏,2007/07/26,台北市吉林路432號1樓
台北市,北市獸業字第368號,獸醫師,開業,惟新動物醫院,林錦宏,2007/07/19,臺北市中山區明水路672巷34號1樓
高雄市,高縣獸醫開字第329號,獸醫師,開業,世康動物醫院,施清文,2007/07/18,高雄市鳳山區八德路129號
屏東縣,屏獸開字第27號,獸醫師,開業,大同動物醫院,施法龍,2007/07/16,屏東市民族路222號
新北市,北縣獸醫業字第227號,獸醫師,開業,尚虹動物醫院,林佑誠,2007/07/12,新北市汐止區康寧街455號1樓
高雄市,高市獸師開字第225號,獸醫師,開業,馬汀動物醫院,楊家禎,2007/07/09,高雄市左營區至聖路235號
台南市,南縣獸師診開字第172號,獸醫師,開業,馬汀動物醫院,陳國樑,2007/07/05,台南市永康區中華路8-2號
台中市,中市獸醫開字第204號,獸醫師,開業,天興動物醫院,張瑛杰,2007/07/04,台中市西屯區西屯路二段103之3號
基隆市,基市獸開字第11號,獸醫師,開業,佳和動物醫院,張孟生,2007/06/22,基隆市中正區正豐街61號
嘉義縣,嘉府獸師開字第52號,獸醫師,開業,榮田動物醫院,王榮田,2007/06/22,嘉義縣民雄鄉東湖村75號
新竹縣,竹縣字第18號,獸醫師,開業,"超群動物 醫院",鍾劭孟,2007/06/14,新竹縣竹北市中正東路105號
台中市,中市獸醫開字第203號,獸醫師,開業,晨星動物醫院,洪晢惇,2007/05/30,台中市西區大明街4號
雲林縣,雲診字第75號,獸醫師,開業,泰興動物診所,李勇男,2007/05/18,土庫鎮中興路349號
新北市,北縣獸醫業字第226號,獸醫師,開業,全家動物醫院,蔡明宏,2007/05/16,新北市土城區中央路一段63號1樓及地下1樓
屏東縣,屏獸開字第80號,獸醫師,開業,枋寮動物醫院,傅齡萱,2007/05/14,屏東縣枋寮鄉枋寮村德興路92-2號
台北市,北市獸業字第367號,獸醫師,開業,敦品動物醫院,劉榮宗,2007/05/08,臺北市大安區大安路1段205號1樓及地下1樓
台北市,北市獸業字第366號,獸醫師,開業,復生動物醫院,林復旦,2007/05/08,臺北市中山區民生東路1段78號1樓
台北市,北市獸業字第365號,獸醫師,開業,達仁動物醫院,蔡依達,2007/04/19,臺北市文山區木柵路2段133號1樓
台南市,南縣獸師診開字第171號,獸醫師,開業,長明動物醫院,魏淑菁,2007/04/19,台南市佳里區文化路343號
新竹縣,竹縣字第17號,獸醫師,開業,大雄動物醫院,廖洲億,2007/04/13,新竹縣竹北市華興街257號
高雄市,高市獸師開字第220號,獸醫師,開業,樂生動物醫院,鍾湘琳,2007/04/03,高雄市左營區曾子路79號
台中市,中市獸醫開字第200號,獸醫師,開業,何康動物醫院,何虹達,2007/03/20,臺中市東區十甲東路657號
台東縣,東府獸師開字第15號,獸醫師,開業,向日動物醫院,林佳蓉,2007/03/09,台東市中華路一段364號
台中市,中市獸醫開字第199號,獸醫師,開業,慈愛動物醫院五權分院,蕭絢燦,2007/03/05,台中市南屯區五權西路二段67號
嘉義縣,嘉府獸師開字第15號,獸醫師,開業,水上動物醫院,林進勇,2007/02/13,嘉義縣水上鄉中山路2段998號
高雄市,高市獸師開字第217號,獸醫師,開業,甲和動物醫院,李溪,2007/02/13,高雄市前鎮區西山里30鄰台鋁11巷15號
高雄市,高縣獸醫開字第319號,獸醫師,開業,凱帝動物醫院,徐和賢,2007/02/06,高雄市鳳山區鳳頂路368號
新北市,北縣獸醫業字第223號,獸醫師,開業,三峽奇緣動物醫院,徐丹尼,2007/01/31,新北市三峽區中園街126之23號1樓及126之22號1樓
台北市,北市獸業字第2號,獸醫師,開業,百科家畜醫院,吳文杰,2007/01/23,臺北市北投區西安街1段361號1樓
苗栗縣,苗縣獸開字第96024號,獸醫師,開業,頭份永昌動物醫院,徐瑞陽,2007/01/10,頭份鎮自強路241號1.2.3.樓.地下室
苗栗縣,苗縣獸開字第96023號,獸醫師,開業,平順動物醫院,賴政宏,2007/01/09,造橋鄉朝陽村10鄰7-1號
新北市,北縣獸醫業字第220號,獸醫師,開業,康爾維動物醫院,黃孟博,2007/01/08,新北市新店區安康路2段308號
新竹市,竹市府產農字第950133057號,獸醫師,開業,台大安欣動物醫院,劉佳遠,2006/12/27,新竹市體育街28號
彰化縣,彰府農防師開字第90號,獸醫師,開業,宏宜家畜醫院,王賜平,2006/12/26,彰化縣埤頭鄉合興村中央路696巷38號
雲林縣,雲診字第43號,獸醫師,開業,信誼動物診所,陳金山,2006/12/22,虎尾鎮芳草里崁頂4號
雲林縣,雲診字第70號,獸醫師,開業,成泰動物醫院,李金樟,2006/12/20,雲林縣斗六市中正路24-1號
台北市,北市獸業字第360號,獸醫師,開業,沐恩動物醫院,林文傑,2006/12/18,臺北市大安區基隆路2段220號1至4樓
台北市,北市獸業字第59號,獸醫師,開業,梁動物內科醫院,梁朝雄,2006/12/13,台北市長安東路1段41-1號1樓
高雄市,高縣獸醫開字第317號,獸醫師,開業,大興動物醫院,楊秋興,2006/11/29,高雄市鳳山區經武路135號
台中市,中縣畜開字第124號,獸醫師,開業,嘉恩動物醫院,陳嘉雄,2006/11/22,台中市霧峰區林森路768-1號
桃園市,桃獸師開執字第125號,獸醫師,開業,東豐動物醫院,洪宜蓁,2006/11/13,桃園市龍潭區東龍路292號
台北市,北市獸業字第358號,獸醫師,開業,詠欣動物醫院,邱顯閔,2006/11/06,臺北市信義區莊敬路428號1樓
台北市,北市獸業字第73號,獸醫師,開業,凡賽爾賽鴿寵物鳥醫院,,2006/10/24,台北市民族西路53號1樓
新北市,北縣獸醫業字第217號,獸醫師,開業,伊娃動物醫院,趙沁梅,2006/10/16,新北市蘆洲區永平街32巷12弄18號1樓及B1
新北市,北縣獸醫業字第218號,獸醫師,開業,員山動物醫院,李家豪,2006/10/16,新北市中和區中山路2段577號1、2樓
新北市,北縣獸醫業字第216號,獸醫師,開業,福林動物醫院,葉銘松,2006/10/16,新北市中和區中安街230號1、2樓
台中市,中縣畜開字第122號,獸醫師,開業,聖欣動物醫院,江翠蓉,2006/10/12,豐原區同安街183
台北市,北市獸業字第355號,獸醫師,開業,丹堤動物醫院,高將員,2006/10/03,臺北市北投區知行路208-2號1樓
高雄市,高市獸師開字第215號,獸醫師,開業,亞幸動物醫院,周明賢,2006/10/03,高雄市苓雅區光華一路12之1號
台中市,中市獸醫開字第197號,獸醫師,開業,康熙動物醫院,梁若虎,2006/10/02,台中市北區天祥街2號
台中市,中縣畜開字第121號,獸醫師,開業,全國動物醫院豐原分院,王允軍,2006/09/27,台中市豐原區圓環北路2段249、251號
屏東縣,屏獸開字第46號,獸醫師,開業,龍德動物醫院,鍾政達,2006/09/26,屏東市瑞光路二段364號
台中市,中市獸醫師開字第65號,獸醫師,開業,聖愛動物醫院,陳世偉,2006/09/14,臺中市南區復興路一段405號(及地下室)
桃園市,桃獸師開執字第120號,獸醫師,開業,梁動物醫院,梁昌渠,2006/08/31,桃園市龍潭區東龍路136號
台中市,中市獸醫開字第168號,獸醫師,開業,東興動物醫院,林裕翔,2006/08/15,台中市西區東興路三段164號
桃園市,桃獸師開執字第97號,獸醫師,開業,長春動物醫院,范長春,2006/08/15,桃園市龜山區萬壽路2段960號1樓
台北市,北市獸業字第353號,獸醫師,開業,亞馬森動物醫院,劉尹晟,2006/08/07,臺北市成功路4段311號1樓
新竹縣,竹縣字第16號,獸醫師,開業,明新動物醫院,徐景宣,2006/08/01,新竹縣新豐鄉新興路158-3號
彰化縣,彰府農防師開字第88號,獸醫師,開業,傑克動物醫院,張澔任,2006/07/31,彰化市旭光路184號
屏東縣,屏獸開字第79號,獸醫師,開業,六雅獸醫院,駱俊德,2006/07/24,屏東縣內埔鄉內田村學人路707號
新北市,北縣獸醫業字第211號,獸醫師,開業,瑪雅動物醫院,詹朝棟,2006/07/12,新北市永和區中和路325號1樓
嘉義縣,嘉府獸師開字第51號,獸醫師,開業,惠群動物醫院,蘇家陽,2006/06/20,嘉義縣朴子市永和里140-11號
高雄市,高市獸師開字第214號,獸醫師,開業,世全動物醫院,黃靖文,2006/06/20,高雄市前金區自強三路213號1、2樓
新北市,北縣獸醫業字第210號,獸醫師,開業,慈濟動物醫院,徐玟良,2006/06/19,土城區學成路100號1樓及地下1樓
台南市,南市獸開字第109號,獸醫師,開業,諾亞動物醫院,林家弘,2006/06/06,臺南市成功路297號
屏東縣,屏獸開字第78號,獸醫師,開業,中心動物醫院,洪偉棟,2006/05/15,屏東縣潮州鎮光春路121-2號
台中市,中市獸醫開字第194號,獸醫師,開業,庚欣動物醫院,陳姿宇,2006/05/15,台中市北區雙十路二段77號
桃園市,桃獸師開執字第179號,獸醫師,開業,愛心動物醫院,陳建霖,2006/05/11,桃園市中寧街23號
台東縣,東府獸師開字第14號,獸醫師,開業,可愛動物醫院,林富榮,2006/05/04,台東市豐榮里31鄰仁和街108號
台中市,中市獸醫開字第193號,獸醫師,開業,全國動物醫院中科分院,謝馥憶,2006/04/28,臺中市西屯區福科路537號(1-3樓)
屏東縣,屏獸開字第77號,獸醫師,開業,躍犬獸醫院,郭明德,2006/04/27,屏東市忠孝路169-1號
新北市,北縣獸醫業字第208號,獸醫師,開業,快樂動物醫院,林鈺倩,2006/04/27,新北市新莊區福營路242號1樓及B1
高雄市,高市獸師開字第213號,獸醫師,開業,宏仁動物醫院,許恭峻,2006/04/26,高雄市鼓山區中華一路2號
桃園市,桃獸師開執字第177號,獸醫師,開業,安辛動物醫院,邊成忠,2006/04/25,桃園市民生路228號
屏東縣,屏獸開字第28號,獸醫師,開業,海青動物醫院,"周  川",2006/04/17,屏東縣九如鄉東寧村東都街45巷7弄6號
嘉義市,嘉市獸開字第79號,獸醫師,開業,永樂動物醫院,廖茂男,2006/04/13,嘉義市吳鳳南路669號
新北市,北縣獸醫業字第207號,獸醫師,開業,護生動物醫院,陳惠傑,2006/04/12,新莊區中和街93號
屏東縣,屏獸開字第14號,獸醫師,開業,慶安動物醫院,朱育震,2006/04/10,屏東市民生路12-12號
屏東縣,屏獸開字第6號,獸醫師,開業,嘉慶動物醫院,黃順興,2006/04/07,屏東市復興南路一段100號
屏東縣,屏獸開字第50號,獸醫師,開業,中華家畜醫院,郭永裕,2006/04/07,屏東市民學路36-2號
屏東縣,屏獸開字第63號,獸醫師,開業,畜博動物醫院,劉國奎,2006/04/06,屏東市豐榮街189號
高雄市,高市獸師開字第211號,獸醫師,開業,恩茂動物醫院,劉大弘,2006/04/04,高雄市前鎮區復興三路313號1~2樓
高雄市,高市獸師開字第210號,獸醫師,開業,吉貝爾動物醫院,黃威霖,2006/04/03,高雄市鳳山區五常街44號
高雄市,高市獸師開字第209號,獸醫師,開業,寵愛動物醫院,葉俊益,2006/03/23,高雄市楠梓區後勁西路236號
金門縣,(95)疫政字第681號,獸醫師,開業,旺旺動物醫院,陳寶川,2006/03/17,金門縣金城鎮民權路30巷2弄1號
嘉義縣,嘉府獸師開字第48號,獸醫師,開業,麗安動物診所,柯慧哲,2006/03/17,嘉義縣義竹鄉東光村59號
屏東縣,屏獸開字第1號,獸醫師,開業,吉祥動物醫院,阮清飛,2006/03/17,屏東縣內埔鄉內埔村仁智路40號
新北市,北縣獸醫業字第205號,獸醫師,開業,銘德動物醫院,吳銘宏,2006/03/16,新莊區中正路603號
台南市,南市獸開字第105號,獸醫師,開業,瑞慶動物醫院,張榮良,2006/03/08,臺南市中西區府連路31號
桃園市,桃獸師開執字第172號,獸醫師,開業,大禾動物醫院,官千祐,2006/03/07,桃園市建國路218號1樓
基隆市,基市獸開字第22號,獸醫師,開業,台大長鴻動物醫院,李長龍,2006/03/02,基隆市仁一路139號
彰化縣,彰府農防師開字第87號,獸醫師,開業,翊昇動物醫院,郭旭英,2006/02/10,彰化縣北斗鎮興農路2段228號
南投縣,投府農畜師開字第23號,獸醫師,開業,嘉陽動物醫院,楊為杰,2006/02/08,南投縣埔里鎮北澤街62號
屏東縣,屏獸開字第76號,獸醫師,開業,台灣牧誠行家畜醫院,許錫平,2006/02/07,屏東縣長治鄉中興路100號
苗栗縣,苗縣獸開字第95022號,獸醫師,開業,仁心動物醫院,蕭富仁,2006/02/03,苑裡鎮中山路156-1號
高雄市,高市獸師開字第208號,獸醫師,開業,信鴿南聯動物醫院,許居財,2006/01/25,高雄市楠梓區興西路137號
高雄市,高市獸師開字第206號,獸醫師,開業,柏正動物醫院,林軍在,2006/01/20,高雄市左營區自由二路17號
嘉義縣,嘉府獸師開字第46號,獸醫師,開業,永奇動物醫院,陳茂振,2006/01/19,嘉義縣中埔鄉和睦村公館59號之1
屏東縣,屏獸開字第75號,獸醫師,開業,育犬動物醫院,李顯章,2006/01/18,屏東市公裕街266號
